model_id,source,task_id,grid_id,repetition,axis,role,stage,variant,lineage,label,condition,artifact,initialization_seed,training_seed,head,family,objective_json,masserstein_params_json,ready,history_available,raw_label,model_alias,display_label,display_order,color,line_style,marker,tags_json
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__pretrained,metaspace-pretrain-repaired-20260923-01,task_000005,grid_0001,0,axis-200-900,pretrained,pretrained,P0_single,grid_0001__rep_00,"P0 single bins, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__pretrained,91154199,32238397,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P0_single__pretrained__axis_200_900,"P0 single bins, pretrained, 200-900 m/z",2,#7F7F7F,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""pretrained"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__pretrained,metaspace-pretrain-repaired-20260923-01,task_000008,grid_0001,1,axis-200-900,pretrained,pretrained,P0_single,grid_0001__rep_01,"P0 single bins, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__pretrained,919377028,892754137,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P0_single__pretrained__axis_200_900,"P0 single bins, pretrained, 200-900 m/z",2,#7F7F7F,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""pretrained"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__pretrained,metaspace-pretrain-repaired-20260923-01,task_000011,grid_0001,2,axis-200-900,pretrained,pretrained,P0_single,grid_0001__rep_02,"P0 single bins, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__pretrained,2136253289,442265914,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P0_single__pretrained__axis_200_900,"P0 single bins, pretrained, 200-900 m/z",2,#7F7F7F,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""pretrained"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_03__pretrained,metaspace-pretrain-repaired-20260923-01,task_000014,grid_0001,3,axis-200-900,pretrained,pretrained,P0_single,grid_0001__rep_03,"P0 single bins, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_03__pretrained,276187349,194761695,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P0_single__pretrained__axis_200_900,"P0 single bins, pretrained, 200-900 m/z",2,#7F7F7F,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""pretrained"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_04__pretrained,metaspace-pretrain-repaired-20260923-01,task_000017,grid_0001,4,axis-200-900,pretrained,pretrained,P0_single,grid_0001__rep_04,"P0 single bins, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_04__pretrained,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P0_single__pretrained__axis_200_900,"P0 single bins, pretrained, 200-900 m/z",2,#7F7F7F,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""pretrained"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000006,grid_0001,0,axis-200-900,frozen_head,frozen_head,P0_single,grid_0001__rep_00,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__frozen_head,91154199,32238397,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P0_single__frozen_head__axis_200_900,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",3,#7F7F7F,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""frozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000009,grid_0001,1,axis-200-900,frozen_head,frozen_head,P0_single,grid_0001__rep_01,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__frozen_head,919377028,892754137,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P0_single__frozen_head__axis_200_900,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",3,#7F7F7F,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""frozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000012,grid_0001,2,axis-200-900,frozen_head,frozen_head,P0_single,grid_0001__rep_02,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__frozen_head,2136253289,442265914,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P0_single__frozen_head__axis_200_900,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",3,#7F7F7F,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""frozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_03__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000015,grid_0001,3,axis-200-900,frozen_head,frozen_head,P0_single,grid_0001__rep_03,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_03__frozen_head,276187349,194761695,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P0_single__frozen_head__axis_200_900,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",3,#7F7F7F,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""frozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_04__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000018,grid_0001,4,axis-200-900,frozen_head,frozen_head,P0_single,grid_0001__rep_04,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_04__frozen_head,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P0_single__frozen_head__axis_200_900,"P0 single bins, fine-tuned, frozen head, 200-900 m/z",3,#7F7F7F,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""frozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000007,grid_0001,0,axis-200-900,unfrozen_head,unfrozen_head,P0_single,grid_0001__rep_00,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_00__unfrozen_head,91154199,32238397,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P0_single__unfrozen_head__axis_200_900,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",4,#7F7F7F,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""unfrozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000010,grid_0001,1,axis-200-900,unfrozen_head,unfrozen_head,P0_single,grid_0001__rep_01,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_01__unfrozen_head,919377028,892754137,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P0_single__unfrozen_head__axis_200_900,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",4,#7F7F7F,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""unfrozen_head"", ""variant"": ""P0_single""}"
metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000013,grid_0001,2,axis-200-900,unfrozen_head,unfrozen_head,P0_single,grid_0001__rep_02,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0001__rep_02__unfrozen_head,2136253289,442265914,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P0_single__unfrozen_head__axis_200_900,"P0 single bins, fine-tuned, unfrozen head, 200-900 m/z",4,#7F7F7F,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""single"", ""role"": ""unfrozen_head"", ""variant"": ""P0_single""}"
